round,example_id,correct,pred,gold,section
1,gsm8k_train_778,False,1420,2020,task_details
1,gsm8k_train_5567,True,1600,1600,
1,gsm8k_train_7277,True,480,480,
1,gsm8k_train_905,True,480,480,
1,gsm8k_train_2520,False,8600,72600,task_details
1,gsm8k_train_5081,True,595,595,
1,gsm8k_train_7097,True,87,87,
1,gsm8k_train_5632,True,15,15,
1,gsm8k_train_3830,True,13,13,
1,gsm8k_train_5145,True,86,86,
1,gsm8k_train_247,True,27,27,
1,gsm8k_train_1269,True,4400,4400,
1,gsm8k_train_6219,True,60,60,
1,gsm8k_train_3484,True,12,12,
1,gsm8k_train_3921,False,3.87,4,task_details
1,gsm8k_train_4045,True,80,80,
1,gsm8k_train_7250,True,48,48,
1,gsm8k_train_2993,True,1360,1360,
1,gsm8k_train_5605,True,48,48,
1,gsm8k_train_6889,True,1000,1000,
1,gsm8k_train_2909,True,88,88,
1,gsm8k_train_6171,True,25,25,
1,gsm8k_train_5021,True,29,29,
1,gsm8k_train_5552,True,55,55,
1,gsm8k_train_2162,True,9,9,
1,gsm8k_train_2735,True,472,472,
1,gsm8k_train_3558,True,19,19,
1,gsm8k_train_3257,True,49,49,
1,gsm8k_train_5696,True,49,49,
1,gsm8k_train_3529,False,13,3,task_details
1,gsm8k_train_3730,True,540,540,
1,gsm8k_train_2759,True,160,160,
1,gsm8k_train_5034,True,5,5,
1,gsm8k_train_2367,True,10,10,
1,gsm8k_train_6392,True,1234,1234,
1,gsm8k_train_3290,True,12,12,
1,gsm8k_train_2010,True,10,10,
1,gsm8k_train_6088,True,32,32,
1,gsm8k_train_3448,True,5,5,
1,gsm8k_train_229,False,375,15,task_details
1,gsm8k_train_3310,True,32,32,
1,gsm8k_train_4109,True,500,500,
1,gsm8k_train_7084,True,60,60,
1,gsm8k_train_6314,False,5,7,task_details
1,gsm8k_train_1581,True,13,13,
1,gsm8k_train_4814,True,83,83,
1,gsm8k_train_3382,True,15,15,
1,gsm8k_train_6522,True,33,33,
1,gsm8k_train_4416,False,190,310,task_details
1,gsm8k_train_2498,True,20,20,
1,gsm8k_train_145,True,2,2,
1,gsm8k_train_2543,True,4,4,
1,gsm8k_train_369,True,347,347,
1,gsm8k_train_899,True,16,16,
1,gsm8k_train_456,True,460,460,
1,gsm8k_train_133,True,9,9,
1,gsm8k_train_3241,True,8,8,
1,gsm8k_train_2728,False,128400,25200,task_details
1,gsm8k_train_5259,False,16,8,task_details
1,gsm8k_train_4162,True,1120,1120,
1,gsm8k_train_1133,True,5,5,
1,gsm8k_train_39,True,15,15,
1,gsm8k_train_224,True,20655,20655,
1,gsm8k_train_5892,True,200,200,
1,gsm8k_train_334,True,20,20,
1,gsm8k_train_2273,True,15890,15890,
1,gsm8k_train_4541,True,280,280,
1,gsm8k_train_3210,True,4,4,
1,gsm8k_train_4349,True,7,7,
1,gsm8k_train_4606,True,320,320,
1,gsm8k_train_2151,True,16,16,
1,gsm8k_train_1765,True,34,34,
1,gsm8k_train_558,True,3900,3900,
1,gsm8k_train_943,True,10,10,
1,gsm8k_train_1863,True,3,3,
1,gsm8k_train_5391,False,0,1,task_details
1,gsm8k_train_4031,True,40,40,
1,gsm8k_train_1794,True,30,30,
1,gsm8k_train_608,True,26,26,
1,gsm8k_train_3728,True,124,124,
1,gsm8k_train_4770,True,63,63,
1,gsm8k_train_3410,True,320,320,
1,gsm8k_train_3105,True,52,52,
1,gsm8k_train_2215,True,52,52,
1,gsm8k_train_6551,True,10,10,
1,gsm8k_train_7238,True,40,40,
1,gsm8k_train_6881,True,10,10,
1,gsm8k_train_6795,True,3,3,
1,gsm8k_train_4445,True,1640,1640,
1,gsm8k_train_3203,True,10800,10800,
1,gsm8k_train_3018,True,160,160,
1,gsm8k_train_5686,True,100,100,
1,gsm8k_train_5147,True,37,37,
1,gsm8k_train_2972,True,300,300,
1,gsm8k_train_7221,True,5,5,
1,gsm8k_train_4528,True,752,752,
1,gsm8k_train_2495,True,2,2,
1,gsm8k_train_5471,True,110,110,
2,gsm8k_train_4530,True,24,24,
2,gsm8k_train_6017,True,600000,600000,
2,gsm8k_train_4120,True,2,2,
2,gsm8k_train_3208,True,92,92,
2,gsm8k_train_2585,True,51,51,
2,gsm8k_train_3335,True,86,86,
2,gsm8k_train_6924,True,12,12,
2,gsm8k_train_3843,True,2,2,
2,gsm8k_train_4126,True,6,6,
2,gsm8k_train_5579,True,296,296,
2,gsm8k_train_1425,True,10,10,
2,gsm8k_train_1257,False,6000,8000,task_details
2,gsm8k_train_3569,True,1550,1550,
2,gsm8k_train_4974,True,160,160,
2,gsm8k_train_3835,True,280,280,
2,gsm8k_train_1218,True,297,297,
2,gsm8k_train_5809,True,80,80,
2,gsm8k_train_1875,True,1,1,
2,gsm8k_train_5419,True,60,60,
2,gsm8k_train_3250,True,6,6,
2,gsm8k_train_6466,True,1890,1890,
2,gsm8k_train_24,True,62,62,
2,gsm8k_train_5008,True,56,56,
2,gsm8k_train_4687,True,20,20,
2,gsm8k_train_6689,True,1800,1800,
2,gsm8k_train_5224,True,15,15,
2,gsm8k_train_4508,True,2600,2600,
2,gsm8k_train_5858,True,1068,1068,
2,gsm8k_train_2527,True,123,123,
2,gsm8k_train_1333,True,10,10,
2,gsm8k_train_5824,True,52,52,
2,gsm8k_train_405,False,6,8,task_details
2,gsm8k_train_5791,True,5,5,
2,gsm8k_train_3690,True,340,340,
2,gsm8k_train_689,True,18,18,
2,gsm8k_train_1293,True,117,117,
2,gsm8k_train_5913,True,6,6,
2,gsm8k_train_5531,True,4625,4625,
2,gsm8k_train_1204,False,180,200,task_details
2,gsm8k_train_4661,True,77,77,
2,gsm8k_train_6130,True,10,10,
2,gsm8k_train_5949,False,562,565,task_details
2,gsm8k_train_6389,True,34,34,
2,gsm8k_train_702,True,27,27,
2,gsm8k_train_5957,True,7,7,
2,gsm8k_train_2793,True,120,120,
2,gsm8k_train_415,True,78,78,
2,gsm8k_train_1491,True,100,100,
2,gsm8k_train_7284,True,16,16,
2,gsm8k_train_35,True,36,36,
2,gsm8k_train_607,True,375000,375000,
2,gsm8k_train_2355,True,44,44,
2,gsm8k_train_778,False,1420,2020,task_details
2,gsm8k_train_5567,True,1600,1600,
2,gsm8k_train_7277,True,480,480,
2,gsm8k_train_905,True,480,480,
2,gsm8k_train_2520,False,100600,72600,task_details
2,gsm8k_train_5081,True,595,595,
2,gsm8k_train_7097,True,87,87,
2,gsm8k_train_5632,True,15,15,
2,gsm8k_train_3830,True,13,13,
2,gsm8k_train_5145,True,86,86,
2,gsm8k_train_247,True,27,27,
2,gsm8k_train_1269,True,4400,4400,
2,gsm8k_train_6219,True,60,60,
2,gsm8k_train_3484,True,12,12,
2,gsm8k_train_3921,False,3.87,4,task_details
2,gsm8k_train_4045,True,80,80,
2,gsm8k_train_7250,True,48,48,
2,gsm8k_train_2993,True,1360,1360,
2,gsm8k_train_5605,True,48,48,
2,gsm8k_train_6889,True,1000,1000,
2,gsm8k_train_2909,True,88,88,
2,gsm8k_train_6171,True,25,25,
2,gsm8k_train_5021,True,29,29,
2,gsm8k_train_5552,True,55,55,
2,gsm8k_train_2162,True,9,9,
2,gsm8k_train_2735,True,472,472,
2,gsm8k_train_3558,True,19,19,
2,gsm8k_train_3257,True,49,49,
2,gsm8k_train_5696,True,49,49,
2,gsm8k_train_3529,False,13,3,task_details
2,gsm8k_train_3730,True,540,540,
2,gsm8k_train_2759,True,160,160,
2,gsm8k_train_5034,True,5,5,
2,gsm8k_train_2367,True,10,10,
2,gsm8k_train_6392,True,1234,1234,
2,gsm8k_train_3290,True,12,12,
2,gsm8k_train_2010,True,10,10,
2,gsm8k_train_6088,True,32,32,
2,gsm8k_train_3448,True,5,5,
2,gsm8k_train_229,False,375,15,task_details
2,gsm8k_train_3310,True,32,32,
2,gsm8k_train_4109,True,500,500,
2,gsm8k_train_7084,True,60,60,
2,gsm8k_train_6314,False,4,7,task_details
2,gsm8k_train_1581,True,13,13,
2,gsm8k_train_4814,True,83,83,
2,gsm8k_train_3382,True,15,15,
2,gsm8k_train_6522,True,33,33,
2,gsm8k_train_4416,False,190,310,task_details
2,gsm8k_train_2498,True,20,20,
2,gsm8k_train_145,True,2,2,
2,gsm8k_train_2543,True,4,4,
2,gsm8k_train_369,True,347,347,
2,gsm8k_train_899,True,16,16,
2,gsm8k_train_456,True,460,460,
2,gsm8k_train_133,True,9,9,
2,gsm8k_train_3241,True,8,8,
2,gsm8k_train_2728,False,128400,25200,task_details
2,gsm8k_train_5259,False,16,8,task_details
2,gsm8k_train_4162,True,1120,1120,
2,gsm8k_train_1133,True,5,5,
2,gsm8k_train_39,True,15,15,
2,gsm8k_train_224,True,20655,20655,
2,gsm8k_train_5892,True,200,200,
2,gsm8k_train_334,True,20.00,20,
2,gsm8k_train_2273,True,15890,15890,
2,gsm8k_train_4541,True,280,280,
2,gsm8k_train_3210,True,4,4,
2,gsm8k_train_4349,True,7,7,
2,gsm8k_train_4606,True,320,320,
2,gsm8k_train_2151,True,16,16,
2,gsm8k_train_1765,True,34,34,
2,gsm8k_train_558,True,3900,3900,
2,gsm8k_train_943,True,10,10,
2,gsm8k_train_1863,True,3,3,
2,gsm8k_train_5391,True,1,1,
2,gsm8k_train_4031,True,40,40,
2,gsm8k_train_1794,True,30,30,
2,gsm8k_train_608,True,26,26,
2,gsm8k_train_3728,True,124,124,
2,gsm8k_train_4770,True,63,63,
2,gsm8k_train_3410,True,320,320,
2,gsm8k_train_3105,True,52,52,
2,gsm8k_train_2215,True,52,52,
2,gsm8k_train_6551,True,10,10,
2,gsm8k_train_7238,True,40,40,
2,gsm8k_train_6881,True,10,10,
2,gsm8k_train_6795,True,3,3,
2,gsm8k_train_4445,True,1640,1640,
2,gsm8k_train_3203,True,10800,10800,
2,gsm8k_train_3018,True,160,160,
2,gsm8k_train_5686,True,100,100,
2,gsm8k_train_5147,True,37,37,
2,gsm8k_train_2972,True,300,300,
2,gsm8k_train_7221,True,5,5,
2,gsm8k_train_4528,True,752,752,
2,gsm8k_train_2495,True,2,2,
2,gsm8k_train_5471,True,110,110,
3,gsm8k_train_4530,True,24,24,
3,gsm8k_train_6017,True,600000,600000,
3,gsm8k_train_4120,True,2,2,
3,gsm8k_train_3208,True,92,92,
3,gsm8k_train_2585,True,51,51,
3,gsm8k_train_3335,True,86,86,
3,gsm8k_train_6924,True,12,12,
3,gsm8k_train_3843,True,2,2,
3,gsm8k_train_4126,True,6,6,
3,gsm8k_train_5579,True,296,296,
3,gsm8k_train_1425,True,10,10,
3,gsm8k_train_1257,False,6000,8000,task_details
3,gsm8k_train_3569,True,1550,1550,
3,gsm8k_train_4974,True,160,160,
3,gsm8k_train_3835,True,280,280,
3,gsm8k_train_1218,True,297,297,
3,gsm8k_train_5809,True,80,80,
3,gsm8k_train_1875,True,1,1,
3,gsm8k_train_5419,True,60,60,
3,gsm8k_train_3250,True,6,6,
3,gsm8k_train_6466,True,1890,1890,
3,gsm8k_train_24,True,62,62,
3,gsm8k_train_5008,True,56,56,
3,gsm8k_train_4687,True,20,20,
3,gsm8k_train_6689,True,1800,1800,
3,gsm8k_train_5224,True,15,15,
3,gsm8k_train_4508,True,2600,2600,
3,gsm8k_train_5858,True,1068,1068,
3,gsm8k_train_2527,True,123,123,
3,gsm8k_train_1333,True,10,10,
3,gsm8k_train_5824,True,52,52,
3,gsm8k_train_405,False,6,8,task_details
3,gsm8k_train_5791,True,5,5,
3,gsm8k_train_3690,True,340,340,
3,gsm8k_train_689,True,18,18,
3,gsm8k_train_1293,True,117,117,
3,gsm8k_train_5913,True,6,6,
3,gsm8k_train_5531,True,4625,4625,
3,gsm8k_train_1204,False,180,200,task_details
3,gsm8k_train_4661,True,77,77,
3,gsm8k_train_6130,True,10,10,
3,gsm8k_train_5949,False,562,565,task_details
3,gsm8k_train_6389,True,34,34,
3,gsm8k_train_702,True,27,27,
3,gsm8k_train_5957,True,7,7,
3,gsm8k_train_2793,True,120,120,
3,gsm8k_train_415,True,78,78,
3,gsm8k_train_1491,True,100,100,
3,gsm8k_train_7284,True,16,16,
3,gsm8k_train_35,True,36,36,
3,gsm8k_train_607,True,375000,375000,
3,gsm8k_train_2355,True,44,44,
3,gsm8k_train_778,False,1420,2020,task_details
3,gsm8k_train_5567,True,1600,1600,
3,gsm8k_train_7277,True,480,480,
3,gsm8k_train_905,True,480,480,
3,gsm8k_train_2520,True,72600,72600,
3,gsm8k_train_5081,True,595,595,
3,gsm8k_train_7097,True,87,87,
3,gsm8k_train_5632,True,15,15,
3,gsm8k_train_3830,True,13,13,
3,gsm8k_train_5145,True,86,86,
3,gsm8k_train_247,True,27,27,
3,gsm8k_train_1269,True,4400,4400,
3,gsm8k_train_6219,True,60,60,
3,gsm8k_train_3484,True,12,12,
3,gsm8k_train_3921,False,3.87,4,task_details
3,gsm8k_train_4045,True,80,80,
3,gsm8k_train_7250,True,48,48,
3,gsm8k_train_2993,True,1360,1360,
3,gsm8k_train_5605,True,48,48,
3,gsm8k_train_6889,True,1000,1000,
3,gsm8k_train_2909,True,88,88,
3,gsm8k_train_6171,True,25,25,
3,gsm8k_train_5021,True,29,29,
3,gsm8k_train_5552,True,55,55,
3,gsm8k_train_2162,True,9,9,
3,gsm8k_train_2735,True,472,472,
3,gsm8k_train_3558,True,19,19,
3,gsm8k_train_3257,True,49,49,
3,gsm8k_train_5696,True,49,49,
3,gsm8k_train_3529,False,13,3,task_details
3,gsm8k_train_3730,True,540,540,
3,gsm8k_train_2759,True,160,160,
3,gsm8k_train_5034,True,5,5,
3,gsm8k_train_2367,True,10,10,
3,gsm8k_train_6392,True,1234,1234,
3,gsm8k_train_3290,True,12,12,
3,gsm8k_train_2010,True,10,10,
3,gsm8k_train_6088,True,32,32,
3,gsm8k_train_3448,True,5,5,
3,gsm8k_train_229,False,375,15,output_format
3,gsm8k_train_3310,True,32,32,
3,gsm8k_train_4109,True,500,500,
3,gsm8k_train_7084,True,60,60,
3,gsm8k_train_6314,False,4,7,task_details
3,gsm8k_train_1581,True,13,13,
3,gsm8k_train_4814,True,83,83,
3,gsm8k_train_3382,True,15,15,
3,gsm8k_train_6522,True,33,33,
3,gsm8k_train_4416,False,190,310,task_details
3,gsm8k_train_2498,True,20,20,
3,gsm8k_train_145,True,2,2,
3,gsm8k_train_2543,True,4,4,
3,gsm8k_train_369,True,347,347,
3,gsm8k_train_899,True,16,16,
3,gsm8k_train_456,True,460,460,
3,gsm8k_train_133,True,9,9,
3,gsm8k_train_3241,True,8,8,
3,gsm8k_train_2728,False,128400,25200,task_details
3,gsm8k_train_5259,False,16,8,task_details
3,gsm8k_train_4162,True,1120,1120,
3,gsm8k_train_1133,True,5,5,
3,gsm8k_train_39,True,15,15,
3,gsm8k_train_224,True,20655,20655,
3,gsm8k_train_5892,True,200,200,
3,gsm8k_train_334,True,20,20,
3,gsm8k_train_2273,True,15890,15890,
3,gsm8k_train_4541,True,280,280,
3,gsm8k_train_3210,True,4,4,
3,gsm8k_train_4349,True,7,7,
3,gsm8k_train_4606,True,320,320,
3,gsm8k_train_2151,True,16,16,
3,gsm8k_train_1765,True,34,34,
3,gsm8k_train_558,True,3900,3900,
3,gsm8k_train_943,True,10,10,
3,gsm8k_train_1863,True,3,3,
3,gsm8k_train_5391,False,0,1,task_details
3,gsm8k_train_4031,True,40,40,
3,gsm8k_train_1794,True,30,30,
3,gsm8k_train_608,True,26,26,
3,gsm8k_train_3728,True,124,124,
3,gsm8k_train_4770,True,63,63,
3,gsm8k_train_3410,True,320,320,
3,gsm8k_train_3105,True,52,52,
3,gsm8k_train_2215,True,52,52,
3,gsm8k_train_6551,True,10,10,
3,gsm8k_train_7238,True,40,40,
3,gsm8k_train_6881,True,10,10,
3,gsm8k_train_6795,True,3,3,
3,gsm8k_train_4445,True,1640,1640,
3,gsm8k_train_3203,True,10800,10800,
3,gsm8k_train_3018,True,160,160,
3,gsm8k_train_5686,True,100,100,
3,gsm8k_train_5147,True,37,37,
3,gsm8k_train_2972,True,300,300,
3,gsm8k_train_7221,True,5,5,
3,gsm8k_train_4528,True,752,752,
3,gsm8k_train_2495,True,2,2,
3,gsm8k_train_5471,True,110,110,
4,gsm8k_train_4530,True,24,24,
4,gsm8k_train_6017,True,600000,600000,
4,gsm8k_train_4120,True,2,2,
4,gsm8k_train_3208,True,92,92,
4,gsm8k_train_2585,True,51,51,
4,gsm8k_train_3335,True,86,86,
4,gsm8k_train_6924,True,12,12,
4,gsm8k_train_3843,True,2,2,
4,gsm8k_train_4126,True,6,6,
4,gsm8k_train_5579,True,296,296,
4,gsm8k_train_1425,True,10,10,
4,gsm8k_train_1257,False,6000,8000,task_details
4,gsm8k_train_3569,True,1550,1550,
4,gsm8k_train_4974,True,160,160,
4,gsm8k_train_3835,True,280,280,
4,gsm8k_train_1218,True,297,297,
4,gsm8k_train_5809,True,80,80,
4,gsm8k_train_1875,True,1,1,
4,gsm8k_train_5419,True,60,60,
4,gsm8k_train_3250,True,6,6,
4,gsm8k_train_6466,True,1890,1890,
4,gsm8k_train_24,True,62,62,
4,gsm8k_train_5008,True,56,56,
4,gsm8k_train_4687,True,20,20,
4,gsm8k_train_6689,True,1800,1800,
4,gsm8k_train_5224,True,15,15,
4,gsm8k_train_4508,False,1200,2600,task_details
4,gsm8k_train_5858,True,1068,1068,
4,gsm8k_train_2527,True,123,123,
4,gsm8k_train_1333,True,10,10,
4,gsm8k_train_5824,True,52,52,
4,gsm8k_train_405,False,6,8,task_details
4,gsm8k_train_5791,True,5,5,
4,gsm8k_train_3690,True,340,340,
4,gsm8k_train_689,True,18,18,
4,gsm8k_train_1293,False,130,117,constraints
4,gsm8k_train_5913,True,6,6,
4,gsm8k_train_5531,True,4625,4625,
4,gsm8k_train_1204,False,180,200,task_details
4,gsm8k_train_4661,True,77.00,77,
4,gsm8k_train_6130,True,10,10,
4,gsm8k_train_5949,False,562,565,task_details
4,gsm8k_train_6389,True,34,34,
4,gsm8k_train_702,True,27,27,
4,gsm8k_train_5957,True,7,7,
4,gsm8k_train_2793,True,120,120,
4,gsm8k_train_415,True,78,78,
4,gsm8k_train_1491,True,100,100,
4,gsm8k_train_7284,True,16,16,
4,gsm8k_train_35,True,36,36,
4,gsm8k_train_607,True,375000,375000,
4,gsm8k_train_2355,True,44,44,
4,gsm8k_train_778,False,1420,2020,task_details
4,gsm8k_train_5567,True,1600,1600,
4,gsm8k_train_7277,True,480,480,
4,gsm8k_train_905,True,480,480,
4,gsm8k_train_2520,False,6000,72600,task_details
4,gsm8k_train_5081,True,595,595,
4,gsm8k_train_7097,True,87,87,
4,gsm8k_train_5632,True,15,15,
4,gsm8k_train_3830,True,13,13,
4,gsm8k_train_5145,True,86,86,
4,gsm8k_train_247,True,27,27,
4,gsm8k_train_1269,True,4400,4400,
4,gsm8k_train_6219,True,60,60,
4,gsm8k_train_3484,True,12,12,
4,gsm8k_train_3921,False,3.87,4,task_details
4,gsm8k_train_4045,True,80,80,
4,gsm8k_train_7250,True,48,48,
4,gsm8k_train_2993,True,1360,1360,
4,gsm8k_train_5605,True,48,48,
4,gsm8k_train_6889,True,1000,1000,
4,gsm8k_train_2909,True,88,88,
4,gsm8k_train_6171,True,25,25,
4,gsm8k_train_5021,True,29,29,
4,gsm8k_train_5552,True,55,55,
4,gsm8k_train_2162,True,9,9,
4,gsm8k_train_2735,True,472,472,
4,gsm8k_train_3558,True,19,19,
4,gsm8k_train_3257,True,49,49,
4,gsm8k_train_5696,True,49,49,
4,gsm8k_train_3529,False,13,3,task_details
4,gsm8k_train_3730,True,540,540,
4,gsm8k_train_2759,True,160,160,
4,gsm8k_train_5034,True,5,5,
4,gsm8k_train_2367,True,10,10,
4,gsm8k_train_6392,True,1234,1234,
4,gsm8k_train_3290,True,12,12,
4,gsm8k_train_2010,True,10,10,
4,gsm8k_train_6088,True,32,32,
4,gsm8k_train_3448,True,5,5,
4,gsm8k_train_229,False,375,15,task_details
4,gsm8k_train_3310,True,32,32,
4,gsm8k_train_4109,True,500,500,
4,gsm8k_train_7084,True,60,60,
4,gsm8k_train_6314,False,4,7,task_details
4,gsm8k_train_1581,True,13,13,
4,gsm8k_train_4814,True,83,83,
4,gsm8k_train_3382,True,15,15,
4,gsm8k_train_6522,True,33,33,
4,gsm8k_train_4416,True,310,310,
4,gsm8k_train_2498,True,20,20,
4,gsm8k_train_145,True,2,2,
4,gsm8k_train_2543,True,4,4,
4,gsm8k_train_369,True,347,347,
4,gsm8k_train_899,True,16,16,
4,gsm8k_train_456,True,460,460,
4,gsm8k_train_133,True,9,9,
4,gsm8k_train_3241,True,8,8,
4,gsm8k_train_2728,False,128400,25200,task_details
4,gsm8k_train_5259,False,16,8,task_details
4,gsm8k_train_4162,True,1120,1120,
4,gsm8k_train_1133,True,5,5,
4,gsm8k_train_39,True,15,15,
4,gsm8k_train_224,True,20655,20655,
4,gsm8k_train_5892,True,200,200,
4,gsm8k_train_334,True,20.00,20,
4,gsm8k_train_2273,True,15890,15890,
4,gsm8k_train_4541,True,280,280,
4,gsm8k_train_3210,True,4,4,
4,gsm8k_train_4349,True,7,7,
4,gsm8k_train_4606,True,320,320,
4,gsm8k_train_2151,True,16,16,
4,gsm8k_train_1765,True,34,34,
4,gsm8k_train_558,True,3900,3900,
4,gsm8k_train_943,True,10,10,
4,gsm8k_train_1863,True,3,3,
4,gsm8k_train_5391,False,0,1,constraints
4,gsm8k_train_4031,True,40,40,
4,gsm8k_train_1794,True,30,30,
4,gsm8k_train_608,True,26,26,
4,gsm8k_train_3728,True,124,124,
4,gsm8k_train_4770,True,63.00,63,
4,gsm8k_train_3410,True,320,320,
4,gsm8k_train_3105,True,52,52,
4,gsm8k_train_2215,True,52,52,
4,gsm8k_train_6551,True,10,10,
4,gsm8k_train_7238,True,40,40,
4,gsm8k_train_6881,True,10,10,
4,gsm8k_train_6795,True,3,3,
4,gsm8k_train_4445,True,1640,1640,
4,gsm8k_train_3203,True,10800,10800,
4,gsm8k_train_3018,True,160,160,
4,gsm8k_train_5686,True,100,100,
4,gsm8k_train_5147,True,37.00,37,
4,gsm8k_train_2972,True,300,300,
4,gsm8k_train_7221,True,5,5,
4,gsm8k_train_4528,True,752,752,
4,gsm8k_train_2495,True,2,2,
4,gsm8k_train_5471,True,110,110,
5,gsm8k_train_4530,True,24,24,
5,gsm8k_train_6017,True,600000,600000,
5,gsm8k_train_4120,True,2,2,
5,gsm8k_train_3208,True,92,92,
5,gsm8k_train_2585,True,51,51,
5,gsm8k_train_3335,True,86,86,
5,gsm8k_train_6924,True,12,12,
5,gsm8k_train_3843,True,2,2,
5,gsm8k_train_4126,True,6,6,
5,gsm8k_train_5579,True,296,296,
5,gsm8k_train_1425,True,10,10,
5,gsm8k_train_1257,False,6000,8000,constraints
5,gsm8k_train_3569,True,1550,1550,
5,gsm8k_train_4974,True,160,160,
5,gsm8k_train_3835,True,280,280,
5,gsm8k_train_1218,True,297,297,
5,gsm8k_train_5809,True,80,80,
5,gsm8k_train_1875,True,1,1,
5,gsm8k_train_5419,True,60,60,
5,gsm8k_train_3250,True,6,6,
5,gsm8k_train_6466,True,1890,1890,
5,gsm8k_train_24,True,62,62,
5,gsm8k_train_5008,True,56,56,
5,gsm8k_train_4687,True,20,20,
5,gsm8k_train_6689,True,1800,1800,
5,gsm8k_train_5224,True,15,15,
5,gsm8k_train_4508,True,2600,2600,
5,gsm8k_train_5858,True,1068,1068,
5,gsm8k_train_2527,True,123,123,
5,gsm8k_train_1333,True,10,10,
5,gsm8k_train_5824,True,52,52,
5,gsm8k_train_405,True,8,8,
5,gsm8k_train_5791,True,5,5,
5,gsm8k_train_3690,True,340,340,
5,gsm8k_train_689,True,18,18,
5,gsm8k_train_1293,False,130,117,constraints
5,gsm8k_train_5913,True,6,6,
5,gsm8k_train_5531,True,4625,4625,
5,gsm8k_train_1204,False,180,200,task_details
5,gsm8k_train_4661,True,77.00,77,
5,gsm8k_train_6130,True,10,10,
5,gsm8k_train_5949,False,562,565,task_details
5,gsm8k_train_6389,True,34,34,
5,gsm8k_train_702,True,27,27,
5,gsm8k_train_5957,True,7,7,
5,gsm8k_train_2793,True,120,120,
5,gsm8k_train_415,True,78,78,
5,gsm8k_train_1491,True,100,100,
5,gsm8k_train_7284,True,16,16,
5,gsm8k_train_35,True,36,36,
5,gsm8k_train_607,True,375000,375000,
5,gsm8k_train_2355,True,44,44,
5,gsm8k_train_778,False,1420,2020,task_details
5,gsm8k_train_5567,True,1600,1600,
5,gsm8k_train_7277,True,480,480,
5,gsm8k_train_905,True,480,480,
5,gsm8k_train_2520,True,72600,72600,
5,gsm8k_train_5081,True,595,595,
5,gsm8k_train_7097,True,87,87,
5,gsm8k_train_5632,True,15,15,
5,gsm8k_train_3830,True,13,13,
5,gsm8k_train_5145,True,86,86,
5,gsm8k_train_247,True,27,27,
5,gsm8k_train_1269,True,4400,4400,
5,gsm8k_train_6219,True,60,60,
5,gsm8k_train_3484,True,12,12,
5,gsm8k_train_3921,False,3.87,4,constraints
5,gsm8k_train_4045,True,80,80,
5,gsm8k_train_7250,True,48,48,
5,gsm8k_train_2993,True,1360,1360,
5,gsm8k_train_5605,True,48,48,
5,gsm8k_train_6889,True,1000,1000,
5,gsm8k_train_2909,True,88,88,
5,gsm8k_train_6171,True,25,25,
5,gsm8k_train_5021,True,29,29,
5,gsm8k_train_5552,True,55,55,
5,gsm8k_train_2162,True,9,9,
5,gsm8k_train_2735,True,472,472,
5,gsm8k_train_3558,True,19,19,
5,gsm8k_train_3257,True,49,49,
5,gsm8k_train_5696,True,49,49,
